ticket_id,customer_id,category,priority,status,created_date,resolved_date,days_to_resolve,satisfaction_score,agent_id
1170,1616,Billing,Medium,Open,11/10/2024,12/2/2024,22,1,205
1171,866,Product Defect,Low,Resolved,11/7/2025,,,,124
1172,4453,Billing,Low,Escalated,2/22/2026,3/11/2026,17,1,161
1173,2988,General Inquiry,Medium,In Progress,11/6/2025,,,,215
1174,694,Billing,Critical,Escalated,3/22/2025,4/2/2025,11,1,129
1175,984,Account Issue,High,Escalated,7/24/2024,7/28/2024,4,2,106
1176,2765,General Inquiry,Low,Resolved,5/9/2026,5/26/2026,17,5,146
1177,351,Return Request,Low,Closed,7/1/2024,7/6/2024,5,3,217
1178,3488,Return Request,Low,Open,2/1/2025,,,,192
1179,2016,General Inquiry,Low,Resolved,8/5/2025,8/26/2025,21,5,140
1180,2840,Billing,High,Escalated,11/25/2025,,,,257
1181,3303,Return Request,Medium,Resolved,4/29/2025,5/29/2025,30,5,216
1182,631,Return Request,High,Resolved,1/12/2025,,,,43
1183,4221,Return Request,Medium,In Progress,3/18/2025,3/23/2025,5,1,171
1184,288,Shipping,Medium,Closed,4/15/2026,5/13/2026,28,2,30
1185,1669,Account Issue,Medium,In Progress,5/9/2026,5/16/2026,7,2,44
1186,4474,Product Defect,Medium,Open,9/13/2024,10/9/2024,26,2,298
1187,2006,Billing,High,Open,9/13/2025,9/24/2025,11,1,281
1188,2945,Product Defect,Low,In Progress,10/1/2024,,,,143
1189,472,General Inquiry,Low,In Progress,2/15/2025,,,,37
1190,3307,Shipping,Medium,Open,6/23/2025,7/20/2025,27,1,164
1191,4383,General Inquiry,Medium,Closed,3/24/2025,,,,136
1192,3682,Technical Support,Low,Closed,10/26/2024,10/27/2024,1,3,126
1193,2559,Shipping,High,Open,7/7/2025,7/24/2025,17,2,194
1194,3905,Technical Support,High,Closed,6/9/2025,7/9/2025,30,4,223
1195,4,Return Request,High,Resolved,7/6/2024,7/25/2024,19,4,213
1196,1468,Billing,Medium,Resolved,10/30/2025,11/11/2025,12,5,86
1197,1501,Product Defect,High,Closed,10/29/2024,11/13/2024,15,4,205
1198,340,Billing,Low,In Progress,8/4/2024,,,,292
1199,3684,Return Request,Critical,In Progress,9/22/2024,,,,267
1200,2926,Shipping,Medium,Open,10/24/2024,10/30/2024,6,5,28
1201,75,Shipping,High,Open,12/18/2024,1/3/2025,16,3,274
1202,3423,General Inquiry,High,Open,2/9/2025,2/26/2025,17,1,203
1203,2150,General Inquiry,Low,Escalated,1/2/2026,1/6/2026,4,4,97
1204,2365,Account Issue,Low,Resolved,10/30/2025,11/29/2025,30,4,267
1205,2507,Account Issue,Critical,Resolved,1/9/2026,1/24/2026,15,2,287
1206,4489,General Inquiry,Medium,Escalated,3/2/2025,3/22/2025,20,3,11
1207,1251,Shipping,Medium,Closed,9/25/2024,9/29/2024,4,1,215
1208,593,Product Defect,High,Closed,5/31/2026,6/22/2026,22,4,31
1209,2353,Billing,Low,Closed,2/18/2026,2/28/2026,10,1,221
1210,4304,Technical Support,Critical,Open,6/8/2024,6/17/2024,9,5,24
1211,4563,General Inquiry,Medium,In Progress,9/24/2024,10/10/2024,16,4,70
1212,3034,Shipping,Low,Resolved,3/24/2026,3/30/2026,6,1,21
1213,1317,Technical Support,Medium,Escalated,8/17/2024,8/18/2024,1,4,250
1214,1035,Return Request,Medium,Open,2/10/2026,2/22/2026,12,2,182
1215,4380,Technical Support,Medium,Closed,11/22/2024,12/1/2024,9,4,188
1216,2283,Return Request,Low,In Progress,1/9/2026,1/9/2026,0,5,233
1217,1050,Product Defect,High,Resolved,10/17/2024,,,,231
1218,2408,Technical Support,Low,In Progress,12/10/2025,12/29/2025,19,1,195
1219,2230,General Inquiry,Medium,Resolved,1/14/2026,1/19/2026,5,4,77
1220,2024,Billing,High,Resolved,2/2/2025,2/3/2025,1,5,242
1221,2463,Shipping,Low,Open,5/26/2025,6/13/2025,18,1,29
1222,1504,Shipping,Low,In Progress,7/19/2025,7/28/2025,9,3,142
1223,4696,General Inquiry,Medium,In Progress,11/9/2024,11/24/2024,15,3,144
1224,3313,Product Defect,Medium,Resolved,5/28/2025,6/3/2025,6,1,158
1225,1874,Billing,Medium,Escalated,12/5/2024,12/9/2024,4,1,66
1226,1878,Account Issue,Medium,Open,6/10/2024,7/3/2024,23,1,297
1227,1771,Return Request,High,In Progress,3/25/2025,3/29/2025,4,1,266
1228,2453,Technical Support,Low,Closed,6/17/2025,6/18/2025,1,3,295
1229,323,Account Issue,High,Resolved,9/19/2024,,,,298
1230,2851,General Inquiry,High,Resolved,2/8/2026,2/23/2026,15,2,49
1231,3694,Product Defect,High,Open,7/11/2025,7/19/2025,8,3,145
1232,2477,Shipping,Medium,Closed,2/18/2025,3/11/2025,21,1,244
1233,1232,Product Defect,Medium,In Progress,9/13/2024,,,,233
1234,1016,Shipping,Medium,Closed,4/6/2026,,,,71
1235,2051,Account Issue,Low,In Progress,9/24/2025,10/19/2025,25,1,258
1236,845,Return Request,High,Closed,3/17/2026,3/20/2026,3,1,61
1237,39,Billing,Medium,Open,2/6/2026,2/27/2026,21,3,239
1238,2584,Billing,Medium,Open,4/13/2026,4/30/2026,17,5,35
1239,3383,Account Issue,Low,Closed,10/15/2024,,,,72
1240,345,Product Defect,High,Resolved,8/6/2024,8/7/2024,1,4,204
1241,4388,Shipping,Medium,In Progress,11/3/2024,12/1/2024,28,4,182
1242,1316,General Inquiry,Low,In Progress,10/13/2024,,,,143
1243,4313,Shipping,Low,In Progress,7/15/2025,7/23/2025,8,4,25
1244,2770,Technical Support,High,In Progress,5/18/2026,6/2/2026,15,2,278
1245,1784,Return Request,Medium,Resolved,12/9/2024,12/10/2024,1,4,125
1246,3155,Shipping,Medium,In Progress,3/28/2025,4/1/2025,4,5,158
1247,4822,Product Defect,Medium,Open,12/11/2025,1/10/2026,30,4,242
1248,1855,Shipping,Medium,In Progress,6/22/2024,,,,299
1249,308,Technical Support,High,In Progress,2/8/2026,,,,146
1250,4482,Billing,Medium,Closed,1/14/2026,2/11/2026,28,1,287
1251,77,Billing,Medium,Open,10/25/2025,11/6/2025,12,2,263
1252,4393,Account Issue,Low,In Progress,6/18/2025,,,,64
1253,2248,Product Defect,Medium,Open,3/1/2026,3/24/2026,23,2,237
1254,2630,General Inquiry,Low,Resolved,7/8/2025,7/19/2025,11,1,112
1255,4489,Return Request,High,Resolved,5/23/2025,,,,73
1256,757,Shipping,Medium,Closed,4/27/2025,4/27/2025,0,5,221
1257,3980,Billing,Medium,In Progress,2/7/2025,2/26/2025,19,4,119
1258,4055,Technical Support,Critical,Resolved,2/1/2026,2/25/2026,24,1,69
1259,2969,Technical Support,Medium,Open,4/10/2025,4/28/2025,18,5,265
1260,3033,Billing,Critical,Resolved,3/9/2026,3/25/2026,16,1,244
1261,1127,Product Defect,Low,Resolved,12/10/2025,,,,145
1262,1503,Account Issue,Medium,Closed,1/19/2025,1/20/2025,1,1,269
1263,545,Product Defect,High,Open,11/1/2025,11/11/2025,10,5,17
1264,2254,Technical Support,Medium,Resolved,11/13/2025,,,,33
1265,2194,Account Issue,Low,Resolved,5/13/2025,5/28/2025,15,2,204
1266,2407,Return Request,Medium,Closed,2/17/2025,3/7/2025,18,4,160
1267,4073,Account Issue,Medium,Resolved,12/15/2025,,,,199
1268,4988,Return Request,Medium,Escalated,12/25/2024,1/21/2025,27,2,213
1269,891,Account Issue,Low,Resolved,5/24/2026,6/22/2026,29,5,119
1270,4424,Return Request,Medium,In Progress,11/8/2025,,,,37
1271,2996,Billing,Critical,Closed,7/13/2024,7/18/2024,5,5,228
1272,1147,General Inquiry,High,In Progress,9/24/2025,10/9/2025,15,2,67
1273,3553,Shipping,Medium,Closed,9/14/2024,9/26/2024,12,2,49
1274,4569,Account Issue,Medium,Escalated,2/10/2025,3/3/2025,21,3,140
1275,4698,Technical Support,Medium,Open,11/16/2024,11/27/2024,11,1,282
1276,4523,Billing,Low,Open,3/22/2025,4/8/2025,17,1,144
1277,4225,Account Issue,Critical,Closed,3/2/2025,3/28/2025,26,2,141
1278,905,Billing,Critical,Closed,3/2/2026,3/16/2026,14,4,232
1279,3196,Product Defect,Low,In Progress,3/13/2026,,,,60
1280,704,Technical Support,Medium,Closed,8/28/2025,9/6/2025,9,2,168
1281,2240,Return Request,Low,Closed,4/19/2025,5/6/2025,17,4,193
1282,2292,Product Defect,Low,Closed,3/29/2025,4/23/2025,25,4,193
1283,1309,General Inquiry,Low,In Progress,7/21/2024,,,,127
1284,3635,General Inquiry,Medium,In Progress,11/29/2024,12/17/2024,18,1,179
1285,3351,Shipping,Low,Open,3/12/2025,4/11/2025,30,1,11
1286,1795,Product Defect,High,Resolved,2/24/2026,3/8/2026,12,5,272
1287,4034,Billing,Medium,Closed,1/10/2026,1/21/2026,11,3,14
1288,4093,Product Defect,Critical,In Progress,5/22/2025,6/9/2025,18,5,107
1289,2248,Shipping,Low,Open,12/9/2025,12/23/2025,14,2,84
1290,2517,Account Issue,High,Closed,3/15/2025,3/19/2025,4,1,289
1291,1298,Account Issue,Low,Closed,6/27/2024,,,,92
1292,4067,Return Request,Critical,Escalated,10/30/2025,11/21/2025,22,4,154
1293,2291,Billing,Medium,Escalated,10/15/2024,11/9/2024,25,2,101
1294,3728,Technical Support,Low,Closed,9/1/2024,9/26/2024,25,3,88
1295,4969,Shipping,High,Closed,11/5/2025,11/29/2025,24,5,139
1296,2002,Return Request,Low,In Progress,11/10/2024,12/7/2024,27,5,236
1297,3438,Product Defect,Low,In Progress,11/19/2025,12/19/2025,30,2,297
1298,3236,General Inquiry,Critical,Closed,9/25/2024,,,,32
1299,1285,Billing,Medium,Resolved,5/7/2025,5/28/2025,21,1,270
1300,1563,Product Defect,Critical,Escalated,10/27/2025,11/9/2025,13,4,104
1301,1653,Product Defect,Medium,Open,10/21/2025,,,,155
1302,1426,Shipping,Medium,Closed,9/26/2025,10/8/2025,12,5,26
1303,3682,Billing,High,Resolved,7/14/2025,7/18/2025,4,3,296
1304,842,General Inquiry,Low,Closed,4/5/2025,4/12/2025,7,5,169
1305,359,General Inquiry,Low,Open,1/5/2025,1/17/2025,12,1,252
1306,2590,Shipping,Low,Resolved,5/17/2026,5/27/2026,10,2,259
1307,801,Technical Support,Low,Open,9/5/2025,,,,157
1308,274,General Inquiry,High,In Progress,3/29/2025,4/14/2025,16,2,20
1309,2324,Shipping,Medium,Resolved,5/14/2026,5/23/2026,9,3,18
1310,3106,Billing,High,Resolved,12/10/2024,12/29/2024,19,2,282
1311,945,Account Issue,Medium,In Progress,8/20/2024,9/7/2024,18,1,179
1312,3797,Shipping,Medium,In Progress,7/31/2024,8/24/2024,24,4,284
1313,1366,Account Issue,Medium,Closed,1/5/2026,2/3/2026,29,2,121
1314,2623,Product Defect,Medium,Escalated,7/10/2025,7/31/2025,21,2,37
1315,3109,General Inquiry,Low,Closed,11/4/2024,,,,47
1316,3431,Shipping,Medium,Escalated,11/19/2025,,,,216
1317,4006,Billing,High,Resolved,4/3/2026,4/16/2026,13,3,50
1318,690,Return Request,Low,In Progress,9/26/2025,10/1/2025,5,3,263
1319,614,Product Defect,Low,Escalated,3/23/2026,3/29/2026,6,2,28
1320,2665,Return Request,Low,Closed,11/3/2024,11/12/2024,9,2,282
1321,100,Product Defect,Medium,Resolved,5/10/2026,5/29/2026,19,3,203
1322,4899,Billing,Critical,Open,1/25/2025,2/5/2025,11,5,13
1323,910,Product Defect,Low,Resolved,9/13/2025,10/5/2025,22,2,182
1324,2446,Return Request,Medium,Escalated,3/23/2026,4/21/2026,29,3,99
1325,1077,Account Issue,Low,Closed,10/25/2024,10/27/2024,2,4,149
1326,4080,Shipping,High,Escalated,1/13/2025,2/3/2025,21,5,246
1327,179,Return Request,Low,In Progress,12/30/2025,1/6/2026,7,5,263
1328,4099,Return Request,Medium,Open,3/15/2025,,,,188
1329,4918,Shipping,Low,Resolved,12/27/2025,,,,291
1330,1047,Account Issue,Low,Open,1/24/2026,2/13/2026,20,3,256
1331,2640,Shipping,High,Escalated,4/5/2026,4/28/2026,23,2,288
1332,4949,Return Request,Low,Escalated,5/4/2026,5/15/2026,11,1,71
1333,3497,Technical Support,Medium,Resolved,12/25/2025,1/2/2026,8,4,188
1334,1766,Technical Support,High,Open,3/12/2025,3/22/2025,10,1,69
1335,314,Technical Support,Low,Resolved,10/17/2024,10/30/2024,13,2,153
1336,1038,Account Issue,Low,Open,7/22/2024,7/28/2024,6,4,234
1337,4361,Technical Support,High,In Progress,9/22/2025,10/18/2025,26,4,172
1338,840,Shipping,Medium,Open,3/25/2026,4/3/2026,9,3,219
1339,1804,Account Issue,Low,In Progress,7/13/2024,7/30/2024,17,3,27
1340,2936,Account Issue,High,In Progress,12/30/2024,1/11/2025,12,5,225
1341,3263,Product Defect,Low,Closed,4/23/2026,,,,133
1342,4388,Return Request,Medium,In Progress,3/2/2026,3/2/2026,0,4,267
1343,4960,Technical Support,Medium,Closed,12/11/2025,1/5/2026,25,4,94
1344,4927,Account Issue,Low,In Progress,5/4/2025,,,,163
1345,1339,Technical Support,Medium,Open,7/29/2024,,,,20
1346,166,Account Issue,Medium,Resolved,9/22/2024,9/24/2024,2,2,253
1347,1768,Shipping,Medium,Escalated,7/2/2024,7/10/2024,8,3,51
1348,3662,Account Issue,High,Closed,2/23/2026,3/2/2026,7,4,170
1349,2105,General Inquiry,Low,In Progress,11/27/2024,,,,189
1350,4709,Product Defect,Low,Resolved,12/19/2024,1/1/2025,13,4,153
1351,2582,Return Request,High,Open,5/9/2025,5/17/2025,8,1,28
1352,3215,General Inquiry,High,Resolved,7/26/2025,8/13/2025,18,3,8
1353,319,Billing,Medium,In Progress,1/20/2025,1/27/2025,7,2,51
1354,2251,Shipping,High,Escalated,8/5/2025,9/4/2025,30,4,229
1355,3620,Account Issue,Medium,Resolved,9/20/2024,10/15/2024,25,2,200
1356,2591,Billing,Medium,Resolved,11/28/2025,,,,227
1357,4327,Product Defect,Critical,Resolved,5/27/2025,6/3/2025,7,1,58
1358,3121,Product Defect,High,In Progress,9/29/2025,,,,120
1359,480,Return Request,Critical,Closed,2/10/2026,2/24/2026,14,2,39
1360,945,Shipping,Medium,In Progress,11/13/2024,11/18/2024,5,5,26
1361,3723,Billing,Medium,Open,3/11/2026,3/22/2026,11,4,197
1362,4567,Shipping,High,In Progress,9/19/2025,,,,143
1363,2061,General Inquiry,Medium,Escalated,10/16/2024,11/8/2024,23,5,46
1364,4853,Product Defect,Medium,Escalated,10/13/2025,10/21/2025,8,5,6
1365,2804,Product Defect,Medium,In Progress,1/7/2026,1/23/2026,16,1,50
1366,3021,Billing,High,In Progress,1/3/2025,1/16/2025,13,5,28
1367,660,Shipping,Medium,Escalated,5/8/2026,5/12/2026,4,1,297
1368,385,Billing,High,In Progress,9/7/2025,,,,115
1369,3016,Account Issue,Critical,Escalated,11/25/2024,12/20/2024,25,5,92
1370,3797,Product Defect,High,Open,1/16/2026,1/24/2026,8,3,243
1371,2726,Return Request,Low,Resolved,1/31/2025,2/16/2025,16,5,138
1372,4569,Technical Support,Low,Closed,1/11/2026,1/21/2026,10,2,132
1373,1742,Shipping,Medium,Resolved,10/5/2024,,,,231
1374,369,Billing,Low,Escalated,12/21/2025,12/28/2025,7,2,267
1375,2960,Technical Support,Critical,Resolved,10/15/2025,10/18/2025,3,3,256
1376,2590,Product Defect,Low,Escalated,4/7/2026,4/25/2026,18,2,241
1377,4331,Shipping,Medium,Resolved,4/1/2025,,,,140
1378,3808,Shipping,Low,Closed,3/6/2025,3/17/2025,11,3,190
1379,3287,Shipping,High,In Progress,4/16/2026,,,,104
1380,2686,Product Defect,Low,Closed,5/16/2025,5/20/2025,4,4,127
1381,2283,Shipping,Medium,Resolved,1/2/2025,1/6/2025,4,4,220
1382,4064,Return Request,Low,Resolved,8/13/2024,8/17/2024,4,2,182
1383,1076,Account Issue,Low,Open,3/18/2026,4/12/2026,25,5,287
1384,138,Product Defect,Medium,Open,7/10/2024,8/7/2024,28,5,63
1385,2741,Billing,Low,Closed,1/19/2025,1/19/2025,0,3,182
1386,263,Shipping,Medium,Closed,6/11/2024,,,,48
1387,2666,Account Issue,Low,Escalated,7/13/2024,7/18/2024,5,4,77
1388,1832,Billing,Critical,In Progress,2/4/2026,2/28/2026,24,1,127
1389,3604,Return Request,Low,Closed,1/29/2025,2/14/2025,16,3,294
1390,653,Return Request,Medium,In Progress,5/20/2026,6/1/2026,12,4,212
1391,299,Return Request,Critical,Resolved,8/22/2025,,,,125
1392,3304,General Inquiry,High,Escalated,3/29/2026,4/16/2026,18,3,188
1393,2123,Product Defect,Medium,Resolved,3/24/2026,3/31/2026,7,4,57
1394,3253,Billing,Medium,Open,1/21/2025,2/11/2025,21,4,189
1395,4845,Account Issue,High,Resolved,6/15/2024,6/25/2024,10,5,168
1396,2006,Account Issue,High,In Progress,5/17/2025,6/15/2025,29,1,9
1397,470,Billing,High,Escalated,11/24/2025,12/23/2025,29,4,289
1398,1816,Product Defect,Low,Closed,12/13/2024,1/3/2025,21,1,210
1399,4010,Product Defect,Medium,Resolved,11/20/2024,12/1/2024,11,3,253
1400,3852,Product Defect,Low,Escalated,9/14/2024,,,,59
1401,740,Account Issue,Medium,In Progress,5/20/2026,,,,36
1402,4815,General Inquiry,Medium,Resolved,9/5/2024,9/7/2024,2,2,128
1403,1005,Shipping,High,In Progress,6/14/2024,6/17/2024,3,4,148
1404,3460,Shipping,Low,Open,6/19/2024,6/27/2024,8,2,49
1405,3646,Shipping,Low,Resolved,3/22/2026,4/13/2026,22,5,28
1406,2211,Return Request,High,Resolved,9/20/2025,10/16/2025,26,5,159
1407,4477,Product Defect,Medium,Open,9/28/2024,10/7/2024,9,5,55
1408,3576,Account Issue,Medium,Resolved,10/26/2024,11/3/2024,8,2,29
1409,2950,Return Request,High,Closed,7/25/2024,8/5/2024,11,3,110
1410,3487,Technical Support,Low,Open,11/22/2024,,,,10
1411,1232,Billing,Medium,Open,12/5/2024,12/13/2024,8,4,214
1412,933,Account Issue,Low,Escalated,6/18/2024,7/4/2024,16,3,54
1413,2828,Shipping,Low,Resolved,12/1/2025,,,,19
1414,329,Return Request,Medium,Resolved,10/7/2024,10/15/2024,8,1,233
1415,259,Account Issue,Medium,Open,1/19/2025,1/23/2025,4,5,123
1416,1772,Account Issue,High,Escalated,7/29/2024,8/13/2024,15,1,287
1417,2887,Product Defect,Medium,Closed,7/31/2025,8/19/2025,19,5,82
1418,2526,Technical Support,Low,Closed,5/5/2025,5/18/2025,13,5,94
1419,4067,Technical Support,Low,Resolved,6/5/2025,6/10/2025,5,4,238
1420,4897,Technical Support,Medium,Closed,10/21/2024,10/29/2024,8,1,21
1421,760,Technical Support,High,Closed,11/3/2024,11/24/2024,21,5,194
1422,3433,Technical Support,Medium,Resolved,9/26/2025,,,,250
1423,3136,Return Request,Medium,Open,11/12/2025,12/9/2025,27,3,10
1424,3216,Shipping,Low,In Progress,8/31/2025,9/16/2025,16,1,146
1425,1237,Account Issue,Critical,Open,9/12/2024,9/13/2024,1,1,150
1426,4831,Technical Support,Critical,Closed,1/8/2026,1/11/2026,3,5,101
1427,2816,Return Request,Medium,Resolved,11/1/2024,11/14/2024,13,3,176
1428,2754,General Inquiry,Medium,Open,4/17/2026,,,,191
1429,1144,Account Issue,Low,Resolved,7/14/2025,,,,209
1430,3633,Account Issue,Low,Open,3/22/2025,4/19/2025,28,4,271
1431,3145,Billing,Medium,Resolved,8/18/2024,,,,168
1432,3065,Return Request,High,In Progress,8/12/2025,8/23/2025,11,5,12
1433,2190,Technical Support,Medium,Resolved,10/8/2024,10/16/2024,8,1,253
1434,1651,Product Defect,Low,Resolved,6/19/2024,7/7/2024,18,2,141
1435,3629,Product Defect,Medium,Resolved,10/26/2024,11/3/2024,8,1,60
1436,1023,Return Request,Low,In Progress,2/26/2025,3/10/2025,12,1,243
1437,3771,Technical Support,Medium,Escalated,4/30/2026,5/27/2026,27,4,21
1438,4358,Return Request,Medium,Escalated,8/30/2024,,,,77
1439,4674,Technical Support,Medium,Resolved,5/25/2026,6/12/2026,18,2,203
1440,4615,Account Issue,Low,Escalated,4/7/2026,4/7/2026,0,3,3
1441,1278,Shipping,Low,Open,2/23/2025,3/16/2025,21,4,236
1442,4334,Billing,Low,In Progress,6/24/2025,7/6/2025,12,2,130
1443,1248,General Inquiry,Medium,In Progress,8/7/2024,8/11/2024,4,3,32
1444,222,Technical Support,High,Closed,10/5/2025,10/27/2025,22,4,68
1445,592,Return Request,Medium,Closed,7/25/2024,,,,135
1446,2856,Shipping,Medium,In Progress,4/18/2025,4/19/2025,1,5,232
1447,2151,General Inquiry,Low,Escalated,4/1/2026,4/11/2026,10,3,54
1448,797,Return Request,Medium,Escalated,9/23/2024,10/14/2024,21,3,199
1449,3238,General Inquiry,Medium,Open,8/29/2024,,,,46
1450,1663,Billing,Low,Resolved,8/28/2024,,,,294
1451,1009,Product Defect,Medium,Closed,8/10/2024,8/30/2024,20,5,11
1452,2612,Billing,Medium,Closed,11/15/2024,12/8/2024,23,3,27
1453,4400,General Inquiry,Low,Open,3/5/2026,3/7/2026,2,5,172
1454,3414,General Inquiry,Medium,Open,11/5/2025,11/6/2025,1,3,144
1455,4632,Account Issue,High,Open,11/2/2024,11/15/2024,13,4,52
1456,666,Return Request,Medium,Open,8/5/2024,8/13/2024,8,5,197
1457,2263,Account Issue,Critical,Escalated,6/10/2025,6/22/2025,12,5,263
1458,813,Account Issue,High,Open,6/24/2025,6/29/2025,5,3,272
1459,922,Product Defect,High,Open,9/3/2024,,,,283
1460,1481,Account Issue,Low,Resolved,9/4/2024,10/4/2024,30,4,181
1461,87,Billing,High,Open,11/2/2024,11/19/2024,17,1,153
1462,4798,Product Defect,Low,Open,5/13/2025,5/27/2025,14,2,9
1463,2744,Product Defect,Medium,Closed,3/3/2025,3/28/2025,25,5,89
1464,2352,Billing,Low,In Progress,10/12/2025,,,,80
1465,964,Account Issue,Low,In Progress,9/14/2024,10/7/2024,23,4,55
1466,4776,Product Defect,Low,Escalated,5/22/2025,,,,1
1467,2966,Shipping,Low,Resolved,9/8/2025,,,,262
1468,1308,Shipping,Low,Resolved,8/30/2024,9/10/2024,11,4,186
1469,1918,Billing,Low,Escalated,12/26/2025,12/27/2025,1,2,29
1470,3515,Account Issue,High,In Progress,11/9/2024,12/3/2024,24,4,55
1471,4814,Account Issue,Low,Closed,6/27/2024,7/17/2024,20,2,220
1472,46,Technical Support,Medium,Escalated,6/18/2025,7/9/2025,21,5,168
1473,4902,Return Request,High,Closed,11/5/2025,11/22/2025,17,4,37
1474,2638,Account Issue,Critical,Resolved,5/21/2026,6/13/2026,23,3,298
1475,3470,Technical Support,Medium,Open,8/4/2025,8/19/2025,15,5,249
1476,2725,Product Defect,Medium,Resolved,1/17/2025,2/10/2025,24,5,152
1477,3995,Account Issue,Medium,In Progress,4/22/2025,5/20/2025,28,5,113
1478,1504,Account Issue,High,Resolved,3/6/2025,,,,286
1479,3551,Return Request,Low,Resolved,2/1/2025,2/20/2025,19,2,288
1480,3548,Return Request,Low,Open,9/13/2024,9/28/2024,15,5,83
1481,2403,General Inquiry,Medium,Resolved,7/1/2024,7/10/2024,9,2,168
1482,4919,Shipping,Medium,Resolved,6/20/2025,,,,43
1483,151,Billing,Critical,In Progress,5/25/2026,6/7/2026,13,3,57
1484,2843,Billing,Low,Open,11/12/2024,12/1/2024,19,4,61
1485,4498,Return Request,Medium,Open,5/15/2026,6/7/2026,23,5,186
1486,1766,Return Request,Medium,In Progress,12/20/2024,1/3/2025,14,2,236
1487,1341,Account Issue,Medium,Escalated,7/26/2025,,,,210
1488,853,Account Issue,Low,In Progress,12/24/2024,,,,134
1489,2147,General Inquiry,Medium,In Progress,11/26/2024,12/25/2024,29,3,100
1490,1775,Billing,Medium,In Progress,1/15/2025,,,,172
1491,2147,Product Defect,High,Open,5/10/2025,5/17/2025,7,4,199
1492,4301,General Inquiry,Medium,In Progress,2/5/2026,2/18/2026,13,4,128
1493,3592,Return Request,Low,Open,6/13/2025,7/2/2025,19,2,67
